id,Name,titleProject_id,class,score,login,password
76,Лавренков Михаил Василиевич,188,9б2, Лавренков_МВ,p24P6dp4
77,Шушкалова Вероника Алексеевна,411,8т5, Шушкалова_ВА,nqwDQAwf
78,Бороданова Маргарита Дмитриевна,118,7г5, Бороданова_МД,GASejRey
79,Циркина Виолетта Федоровна,231,9г2, Циркина_ВФ,3n0QSMM9
80,Болохина Екатерина Андреевна,194,11д3, Болохина_ЕА,VXQuD0MG
81,Чукалова Дарья Валерьевна,20,10г4, Чукалова_ДВ,Uj8Wy37k
82,Беловолов Степан Петрович,222,9д2, Беловолов_СП,z6j4vy5Z
83,Зудейкина Вероника Ивановна,166,8и3, Зудейкина_ВИ,RvmM3S0i
84,Макунова Мария Борисовна,47,9в5, Макунова_МБ,1Qy0fzvP
85,Верзанский Геннадий Андреевич,497,7д5, Верзанский_ГА,9c3Ee8FL
86,Алтубин Ярослав Леонидович,414,10г5, Алтубин_ЯЛ,27QaiP5v
87,Аузин Игорь Алексиевич,435,8х5, Аузин_ИА,QgkozUHe
88,Калыгин Степан Тимофеевич,353,8и2, Калыгин_СТ,qL6EGSrM
89,Дурныгина Полина Игоревна,72,8и2, Дурныгина_ПИ,8L7Y3379
90,Антюфеева Александра Вадимовна,347,8и2, Антюфеева_АВ,1SoEj4Nn
91,Лощинский Борис Романович,210,10б3, Лощинский_БР,tnQsfiga
92,Ходорков Евгений Виталиевич,344,9г5, Ходорков_ЕВ,dDYcxp25
93,Кафорин Федор Данилович,427,10д3, Кафорин_ФД,efORdNrv
94,Косынская Алиса Дмитриевна,40,9в3, Косынская_АД,hq8GeY56
95,Беремцев Артём Антонович,434,11т2, Беремцев_АА,7kiredBv
96,Влянская Мария Андреевна,490,7т4, Влянская_МА,wVHpIGGD
97,Мыгеева Лиза Василевна,280,8в5, Мыгеева_ЛВ,6B4w8n2c
98,Акутникова Мария Алексеевна,173,11в2, Акутникова_МА,oFYS79zW
99,Карябкин Константин Максимович,89,7и2, Карябкин_КМ,kVPTC571
100,Прилепина Яна Максимовна,30,10в5, Прилепина_ЯМ,xOSq4uT3
101,Ведищев Никита Георгиевич,365,7и5, Ведищев_НГ,bpS7Hmns
102,Самчева Вероника Борисовна,287,10г3, Самчева_ВБ,8KPqk4IF
103,Пирцхалова Карина Леонидовна,452,10г5, Пирцхалова_КЛ,BLG994l1
104,Павлочев Денис Борисович,432,11д5, Павлочев_ДБ,GEtLZ0So
105,Арашкова Екатерина Евгеньевна,356,8хNone, Арашкова_ЕЕ,rrAIeT42
106,Байсарова Людмила Василевна,215,11и2, Байсарова_ЛВ,GuIEzzJh
107,Кудекина Зинаида Игоревна,250,10и3, Кудекина_ЗИ,wtdFXZGt
108,Дерналов Виталий Викторович,1,9г4, Дерналов_ВВ,3oMBhsSt
109,Сазинова Галина Романовна,61,9и3, Сазинова_ГР,27a82DJn
110,Остаченова Марина Эдуардовна,229,9т5, Остаченова_МЭ,JTkSXE4a
111,Битюкова Яна Егоровна,488,9и4, Битюкова_ЯЕ,5Oj7WoBZ
112,Иваницкий Константин Борисович,232,8д5, Иваницкий_КБ,8ZRRyDhb
113,Белянский Владислав Игоревич,74,11б5, Белянский_ВИ,pVF0PHiR
114,Баранкин Артём Алексеевич,382,9т2, Баранкин_АА,u1Wx5pRN
115,Шкабанова Софья Вадимовна,499,9х4, Шкабанова_СВ,pZEWvH6I
116,Полозлов Денис Адамович,155,8т3, Полозлов_ДА,YqAILRa9
117,Жунина Светлана Михайловна,162,8в3, Жунина_СМ,Fj6U8CH0
118,Пантыкин Борис Игоревич,245,9х2, Пантыкин_БИ,f9Yn8WuN
119,Доутова Марина Богдановна,189,11х2, Доутова_МБ,zw43ZWon
120,Трещалова Яна Андреевна,330,8б3, Трещалова_ЯА,dJB7454c
121,Ивашечкин Александр Данилович,390,10т4, Ивашечкин_АД,csPOWMVb
122,Мазьянова Инна Богдановна,416,11в4, Мазьянова_ИБ,wjeyxrW6
123,Корогев Николай Евгеньевич,184,8б5, Корогев_НЕ,Y9dgAP5L
124,Заидова Галина Максимовна,88,9т4, Заидова_ГМ,OzRnYZhk
125,Рамхин Кирилл Алексиевич,459,9х4, Рамхин_КА,CtdiBugr
126,Кизбабаев Эдуард Фёдорович,415,11т2, Кизбабаев_ЭФ,sG2A9OJi
127,Соурчаков Ярослав Валериевич,268,8б2, Соурчаков_ЯВ,nSMnmdIU
128,Мотяшева Алена Михайловна,404,7т2, Мотяшева_АМ,n6tNkrch
129,Горшкова Наталия Яковлевна,340,11а2, Горшкова_НЯ,CeXjGWfc
130,Зябрицкий Игорь Виталиевич,332,7а5, Зябрицкий_ИВ,dPm0XJE7
131,Шельдяев Игорь Юриевич,97,7д5, Шельдяев_ИЮ,RQewVpzt
132,Шмелькин Максим Викторович,483,9т5, Шмелькин_МВ,SAWcRGbL
133,Жалкин Алексей Алексеевич,43,7а3, Жалкин_АА,dX7HL0Gd
134,Худасов Денис Максимович,70,10д2, Худасов_ДМ,P427f7Xz
135,Швичкова Наталья Эдуардовна,398,7г4, Швичкова_НЭ,oyGS3Q0I
136,Едская Жанна Валерьевна,436,11в4, Едская_ЖВ,gClrtwTq
137,Поморзина Полина Евгеньевна,122,7д4, Поморзина_ПЕ,mM8wh1sT
138,Будачева Кира Олеговна,55,11х4, Будачева_КО,kfi7V3iH
139,Молкаев Василий Валериевич,216,8д2, Молкаев_ВВ,1X8HIfqG
140,Яцынин Константин Тимофеевич,285,7г2, Яцынин_КТ,nqYaGvy2
141,Маховиков Василий Петрович,391,7х4, Маховиков_ВП,COitvcl1
142,Шаметова Евгения Вадимовна,463,7а2, Шаметова_ЕВ,JqdSyRZa
143,Законнова Жанна Евгеньевна,442,11иNone, Законнова_ЖЕ,1tijetTn
144,Перчихин Аркадий Тимофеевич,164,10т3, Перчихин_АТ,dpNhM7ES
145,Бурдасова Ксения Игоревна,203,9а3, Бурдасова_КИ,USHKnXSg
146,Киссин Степан Иванович,251,7х5, Киссин_СИ,vOG55ZEI
147,Вапилина Мария Егоровна,77,7д2, Вапилина_МЕ,BRcQtKaY
148,Сигутина Дарья Федоровна,458,7б2, Сигутина_ДФ,q8V7CyCf
149,Сошьяков Альберт Фёдорович,17,7т4, Сошьяков_АФ,NQXUbvf7
150,Лугахина Клара Вадимовна,419,8в4, Лугахина_КВ,dWubCScK
151,Логецкий Анатолий Виталиевич,372,11б4, Логецкий_АВ,wyhxqD0Z
152,Ковайкова Юлия Егоровна,75,10г2, Ковайкова_ЮЕ,3y77Ae58
153,Вермутский Валерий Петрович,447,9и5, Вермутский_ВП,YrTB2zNa
154,Россомахов Олег Юриевич,56,8в2, Россомахов_ОЮ,oBwhfHul
155,Циплакова Екатерина Егоровна,471,9б5, Циплакова_ЕЕ,atOyoGjc
156,Квятцева Алла Никитична,138,11в2, Квятцева_АН,IK6w2B7V
157,Выхухолева Лариса Василевна,384,8б5, Выхухолева_ЛВ,O1L2pkl8
158,Целохов Андрей Вадимович,433,8и5, Целохов_АВ,mAoQDdk9
159,Бендин Иван Яковлевич,71,8и4, Бендин_ИЯ,Ojp5Jz7Z
160,Лазученков Василий Алексеевич,381,7х2, Лазученков_ВА,gDD6tI1T
161,Скоропухов Михаил Василиевич,69,10и3, Скоропухов_МВ,aaWG3W07
162,Мухонкин Тарас Романович,126,9и4, Мухонкин_ТР,FjyeYYTl
163,Камерцев Владимир Кириллович,303,7а3, Камерцев_ВК,TcAIAlz2
164,Сандрыкина Анна Олеговна,324,10т2, Сандрыкина_АО,UGWQH7Ww
165,Недбайлов Алексей Денисович,15,7т2, Недбайлов_АД,kRtiYbiG
166,Серпков Ярослав Георгиевич,380,10б4, Серпков_ЯГ,KyU21daw
167,Хатшуклов Аркадий Николаевич,42,11т4, Хатшуклов_АН,ljpXd9i4
168,Литвалиева Алиса Егоровна,10,11и3, Литвалиева_АЕ,QZR7rkPJ
169,Енесина Лиза Валерьевна,293,9б5, Енесина_ЛВ,48LusrKu
170,Пикальков Эдуард Алексиевич,21,8д5, Пикальков_ЭА,ggohqdGW
171,Сачинский Валентин Кириллович,125,10т2, Сачинский_ВК,WB6lKooG
172,Тарзанова Евгения Аркадьевна,96,9д2, Тарзанова_ЕА,dJgSwZ0U
173,Лапундин Юрий Игоревич,267,8и5, Лапундин_ЮИ,kBOzo3RO
174,Личева Лиза Михайловна,453,9б3, Личева_ЛМ,39qU9Jyj
175,Смароверов Яков Борисович,131,11в4, Смароверов_ЯБ,NmniZIkR
176,Вереина Алла Василевна,295,10и3, Вереина_АВ,jmWWctzo
177,Погиблева Дарья Леонидовна,283,9в5, Погиблева_ДЛ,v6rD6KpO
178,Байнова Анастасия Вадимовна,363,7б3, Байнова_АВ,vymF4sFC
179,Шиловский Вячеслав Максимович,438,9и4, Шиловский_ВМ,5MIlcgPZ
180,Сыждиков Пётр Василиевич,494,11х5, Сыждиков_ПВ,X82c0u8V
181,Каценова Алёна Эдуардовна,165,11т2, Каценова_АЭ,DNOczWIc
182,Мужицких Ева Олеговна,348,8х3, Мужицких_ЕО,W93fMRig
183,Плеснецов Степан Юрьевич,22,10а2, Плеснецов_СЮ,uxDfreA2
184,Игумнова Алёна Сергеевна,114,9д4, Игумнова_АС,EY5ji8Vn
185,Хадаров Владимир Валериевич,278,11т5, Хадаров_ВВ,7lyh6a0t
186,Ступакова Кира Ивановна,421,8и3, Ступакова_КИ,RPrd92Jk
187,Шоленинов Федор Максимович,286,11т4, Шоленинов_ФМ,N9lCuwLn
188,Гундаров Руслан Николаевич,158,9д4, Гундаров_РН,PZykxGUx
189,Гречишева Марина Андреевна,464,7д2, Гречишева_МА,5Eq1UkW1
190,Утилова Алена Андреевна,253,11д3, Утилова_АА,e92FV6Ga
191,Роткичева Алиса Максимовна,410,10а4, Роткичева_АМ,hvWWNpIz
192,Колтышева Марина Вадимовна,87,11г4, Колтышева_МВ,pFNszLE1
193,Гурычева Лариса Валерьевна,489,9б2, Гурычева_ЛВ,QnArbm2a
194,Горцева Кристина Никитична,246,8и4, Горцева_КН,jnF31tGL
195,Кутурин Геннадий Денисович,197,9в2, Кутурин_ГД,YAnR7E6G
196,Стефанков Яков Евгеньевич,318,10г3, Стефанков_ЯЕ,6ZSWhxTJ
197,Множина Людмила Василевна,90,8б2, Множина_ЛВ,Q0Ty19RK
198,Семисалов Георгий Иванович,316,9в3, Семисалов_ГИ,Sd1tt2BX
199,Рогалов Альберт Валериевич,327,9б2, Рогалов_АВ,RHGYf9oF
200,Черетаева Анастасия Олеговна,341,9б2, Черетаева_АО,5tq7XTC7
201,Радоминова Любовь Игоревна,25,9и5, Радоминова_ЛИ,3lWVH0cn
202,Шувырина Лиза Андреевна,395,9а5, Шувырина_ЛА,6ZGVzwBd
203,Калиженков Семён Алексеевич,401,11а4, Калиженков_СА,Yd6ZjPHK
204,Старокашин Константин Петрович,309,10а3, Старокашин_КП,R0g0qFEA
205,Малтоцов Аркадий Яковлевич,218,8а3, Малтоцов_АЯ,b2o6YToG
206,Кузеванова Ева Егоровна,116,7д2, Кузеванова_ЕЕ,4eVvVA7I
207,Нурулина Алёна Егоровна,284,9х2, Нурулина_АЕ,h68AthPI
208,Лератов Герасим Сергеевич,374,10а4, Лератов_ГС,nBWkr2L5
209,Людин Руслан Аркадиевич,498,7и3, Людин_РА,nc6Xy8Wo
210,Пурин Виктор Данилович,154,8и5, Пурин_ВД,g9oRK37S
211,Лютов Виктор Юрьевич,288,11г2, Лютов_ВЮ,6OpOJgWd
212,Марюшкина Яна Федоровна,345,10д5, Марюшкина_ЯФ,D5Hdwenz
213,Томилова Кристина Михайловна,492,11б3, Томилова_КМ,7E6lvoP1
214,Дистерев Валерий Валериевич,24,7г3, Дистерев_ВВ,Gflhdxmg
215,Дочкин Геннадий Алексиевич,52,11и5, Дочкин_ГА,KMrMS1MA
216,Иняхин Руслан Сергеевич,234,7и5, Иняхин_РС,3Jueyalw
217,Знайкова Раиса Егоровна,148,11х3, Знайкова_РЕ,f4efhmLc
218,Кашавцев Аркадий Леонидович,58,7а4, Кашавцев_АЛ,ik80r114
219,Пятернина Кристина Андреевна,445,7и2, Пятернина_КА,gN3VptJZ
220,Гусеева Карина Викторовна,263,9и2, Гусеева_КВ,tykzU8rV
221,Кастева Яна Сергеевна,108,7и2, Кастева_ЯС,55gYJR0v
222,Гришанин Тарас Павлович,113,10т2, Гришанин_ТП,QXletxga
223,Грамоткин Илья Викторович,195,8д5, Грамоткин_ИВ,I3W3dOY3
224,Мелисин Геннадий Василиевич,465,10г2, Мелисин_ГВ,7SWO4WWn
225,Цинина Светлана Яковлевна,105,11г5, Цинина_СЯ,JpB2a3T1
226,Петов Георгий Адамович,57,9а2, Петов_ГА,7ySP1MKc
227,Реева Валентина Максимовна,146,11и5, Реева_ВМ,FWthTVaR
228,Слесивых Мария Аркадьевна,35,7и5, Слесивых_МА,Pu8ewK6y
229,Афтаева Полина Ивановна,193,10д5, Афтаева_ПИ,spREhK11
230,Кривицкий Валентин Виталиевич,208,8х5, Кривицкий_ВВ,X7Y5Is9j
231,Чубатов Константин Леонидович,279,11а4, Чубатов_КЛ,rJAhzXwy
232,Партенков Геннадий Павлович,418,8х3, Партенков_ГП,ls5Go9yV
233,Черушев Григорий Борисович,84,7г4, Черушев_ГБ,ng6pbAdo
234,Тютекин Георгий Тимофеевич,262,7а2, Тютекин_ГТ,1LnDdHWk
235,Янкевский Вячеслав Адамович,167,11г4, Янкевский_ВА,W0WbICHm
236,Сухручкина Клавдия Аркадьевна,177,7в4, Сухручкина_КА,aH58D0vC
237,Конофалова Клара Петровна,95,11д5, Конофалова_КП,9FvMUnWZ
238,Лигасов Михаил Павлович,491,11г4, Лигасов_МП,HjBLbR3H
239,Писарьков Альберт Игоревич,313,8в4, Писарьков_АИ,FOGXSvxH
240,Варов Кирилл Иванович,28,8а5, Варов_КИ,uZ4ywyat
241,Пурынов Евгений Петрович,244,9и3, Пурынов_ЕП,A94885WZ
242,Супрутская Вероника Викторовна,187,9а2, Супрутская_ВВ,8SjGcKVb
243,Скроцкая Алина Федоровна,127,8г3, Скроцкая_АФ,gAzvqd4H
244,Барадулин Вадим Юрьевич,281,11х3, Барадулин_ВЮ,lYbuX3ox
245,Точилин Дмитрий Фёдорович,476,8а2, Точилин_ДФ,utNmRZvz
246,Бикмуллин Руслан Валериевич,333,11т2, Бикмуллин_РВ,uf3pBgEO
247,Серпичев Василий Алексиевич,394,10х5, Серпичев_ВА,WOVjaBgJ
248,Вострышев Яков Аркадиевич,343,8г5, Вострышев_ЯА,e81eWfAh
249,Грушчева София Евгеньевна,480,11вNone, Грушчева_СЕ,mnGevt12
250,Кулапов Александр Юрьевич,109,9б5, Кулапов_АЮ,KdD2GkKa
251,Чибисенков Владислав Фёдорович,375,8х3, Чибисенков_ВФ,TevLCoFW
252,Утилов Роман Василиевич,254,9х2, Утилов_РВ,mxFuGYcL
253,Татаурова Галина Федоровна,145,10т4, Татаурова_ГФ,xzqo6fQV
254,Визавитина Наталия Леонидовна,101,10г2, Визавитина_НЛ,pBY5AZfS
255,Мягченков Артём Денисович,115,7б4, Мягченков_АД,9xCgmYjN
256,Брикова Инна Богдановна,256,9б4, Брикова_ИБ,nWgZhB1F
257,Наторкин Валентин Данилович,319,7и2, Наторкин_ВД,kk1v8Gus
258,Эштрекова Софья Алексеевна,76,9в3, Эштрекова_СА,XmFyKi2z
259,Кутаманова Кира Андреевна,182,10т2, Кутаманова_КА,eLj3boKv
260,Кыштымова Евгения Эдуардовна,255,8в5, Кыштымова_ЕЭ,x2zmIMka
261,Ккнязева Клавдия Дмитриевна,34,7б5, Ккнязева_КД,h1FFiDyp
262,Глаголина Алиса Никитична,249,9д2, Глаголина_АН,G0Cd8Nrg
263,Рисина Раиса Валерьевна,451,10а4, Рисина_РВ,uzXCm34Z
264,Ребров Алексей Георгиевич,289,8и3, Ребров_АГ,xH4rpNeb
265,Вырысалова Александра Евгеньевна,39,11и2, Вырысалова_АЕ,XAMLF52C
266,Гомольский Владимир Юриевич,314,11х5, Гомольский_ВЮ,KkHHOh1y
267,Швинова Марина Федоровна,271,8г5, Швинова_МФ,3KJKOnZE
268,Рудковская Инна Дмитриевна,6,7т3, Рудковская_ИД,kiedX3Jd
269,Решеткина Дарья Василевна,408,10и3, Решеткина_ДВ,GH8Xw7Jk
270,Евстихеев Игорь Василиевич,422,10х5, Евстихеев_ИВ,UIpC0z88
271,Лазарина Алёна Федоровна,161,8б3, Лазарина_АФ,G7iklS6R
272,Гляченков Григорий Николаевич,431,10а5, Гляченков_ГН,upTLNn8a
273,Чардынцева Алина Вадимовна,135,10д3, Чардынцева_АВ,F5LzYHAc
274,Скаредов Яков Иванович,337,9т5, Скаредов_ЯИ,qSEt2nxq
275,Юрицкий Эдуард Денисович,192,7д3, Юрицкий_ЭД,4Ioub3R4
276,Кравчина Светлана Аркадьевна,413,11г5, Кравчина_СА,90xrDYtf
277,Чмареткова Полина Вадимовна,449,10а2, Чмареткова_ПВ,vsibziTe
278,Углова Галина Романовна,260,9г3, Углова_ГР,L1RNCbAN
279,Згуровская Виктория Андреевна,220,9т4, Згуровская_ВА,sTN8g82v
280,Секерский Станислав Сергеевич,235,10а4, Секерский_СС,mmRuJIXu
281,Жевайкин Евгений Адамович,86,11г3, Жевайкин_ЕА,lPzeZEAX
282,Коточигов Семён Игоревич,26,9д5, Коточигов_СИ,9aDsO3Cr
283,Калонин Альберт Денисович,297,8б2, Калонин_АД,yj5StNPX
284,Валягин Григорий Антонович,94,10в4, Валягин_ГА,TTJ49uqg
285,Коцева Кристина Николаевна,412,9г3, Коцева_КН,rmRVBcGN
286,Голина Кристина Максимовна,3,7х3, Голина_КМ,J8WgI8IN
287,Батрамеев Анатолий Романович,354,9х3, Батрамеев_АР,MreqXayl
288,Чикмарев Валентин Валериевич,306,9и5, Чикмарев_ВВ,14WFANiU
289,Киницына Валерия Олеговна,202,7х4, Киницына_ВО,WHNs7Uew
290,Числин Юрий Денисович,121,7в2, Числин_ЮД,tgS0dBdz
291,Стебунова Юлия Романовна,358,9т3, Стебунова_ЮР,pTakLGsM
292,Кацов Павел Павлович,236,10г5, Кацов_ПП,Setskztd
293,Гоцев Тарас Викторович,41,8в3, Гоцев_ТВ,W91U6j33
294,Мотовицкий Роман Аркадиевич,31,11и5, Мотовицкий_РА,c7sTXTt3
295,Чурзина Клара Егоровна,308,10б3, Чурзина_КЕ,auo8Rz6R
296,Щепалкина Валерия Сергеевна,134,9б4, Щепалкина_ВС,XJZ6HbT1
297,Утимишев Ярослав Игоревич,239,11а3, Утимишев_ЯИ,yjhD8yVj
298,Алуханов Кирилл Фёдорович,298,7т2, Алуханов_КФ,DyEmCZUM
299,Полунеев Валентин Валериевич,307,8и2, Полунеев_ВВ,LfvXDLDl
300,Крупенова Наталия Андреевна,209,7в5, Крупенова_НА,0iZnfC67
301,Корнюшин Илья Юрьевич,44,10т3, Корнюшин_ИЮ,se9KLWR1
302,Паушева Виолетта Никитична,310,8г4, Паушева_ВН,HM5s6y5D
303,Берзин Герасим Антонович,349,11т5, Берзин_ГА,s6m81UU9
304,Шулунова Алла Алексеевна,54,7д4, Шулунова_АА,rdlHPuru
305,Трепашова София Яковлевна,399,11а2, Трепашова_СЯ,QsFEL2V0
306,Чумейкин Константин Антонович,8,8б5, Чумейкин_КА,tLc7MOCg
307,Польшиков Денис Игоревич,495,9и2, Польшиков_ДИ,EKPD4oKY
308,Медоусова Жанна Романовна,252,7б2, Медоусова_ЖР,ky1oVGgg
309,Акуратова Клавдия Андреевна,92,9г5, Акуратова_КА,8n2UB3T3
310,Курмеева Елизавета Валерьевна,486,8а5, Курмеева_ЕВ,teOeCVwl
311,Бадов Александр Аркадиевич,217,10г3, Бадов_АА,2aXnfzOq
312,Бакушин Эдуард Адамович,265,7б5, Бакушин_ЭА,2pghqfu7
313,Чебина Инна Сергеевна,273,10т2, Чебина_ИС,0x5wRogv
314,Подледнова Наталья Ивановна,112,11и3, Подледнова_НИ,2oW0wlx9
315,Садгеева Лиза Евгеньевна,460,11г3, Садгеева_ЛЕ,4toQH1fN
316,Акушин Борис Павлович,493,9т2, Акушин_БП,nDKgHxSG
317,Аришев Руслан Кириллович,379,10т3, Аришев_РК,HcTgMLK4
318,Гуслова Кристина Олеговна,389,9в2, Гуслова_КО,5eFFvY73
319,Глоточкина Оксана Аркадьевна,370,9и5, Глоточкина_ОА,G2G7q1Rg
320,Шапина Маргарита Романовна,163,8б5, Шапина_МР,T7e2TEXH
321,Дурылин Георгий Валериевич,261,11т4, Дурылин_ГВ,WO9GYL7t
322,Болкисева Анна Викторовна,248,7х4, Болкисева_АВ,Z6Y61Tfw
323,Багапов Вячеслав Сергеевич,99,7д4, Багапов_ВС,I9jSbObG
324,Люцарева Яна Аркадьевна,376,11б2, Люцарева_ЯА,Bk5y03jm
325,Боготынина София Егоровна,63,11б5, Боготынина_СЕ,7n75wsH9
326,Саюшкин Игорь Алексиевич,211,11х5, Саюшкин_ИА,5ytzxUsE
327,Потешных Тамара Николаевна,468,11в3, Потешных_ТН,XUCU4YRh
328,Незлина Жанна Василевна,426,8б5, Незлина_ЖВ,RVncRtb0
329,Федичева Вероника Кирилловна,37,7х4, Федичева_ВК,CuEmR8Kc
330,Пустынкин Вадим Антонович,388,10в5, Пустынкин_ВА,33PIhlkV
331,Аринакова Ирина Михайловна,150,8в5, Аринакова_ИМ,Cf7TrFMK
